100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
99.9866628878182,32.7224825332244,10.5264913363241,7.62276487856952,5.73535299612972,5.19677683055004,4.54818473037907,3.66773461487118,3.38785046728972,3.14127386834023,3.10997596153846,2.91863552119684,2.93744363915701,2.8776617954071,2.77592196686264,2.57421111538012,2.48091284227409,2.42248062015504,2.3325758588424,2.28609625668449
99.969991497591,13.8516949859099,0.90555842769708,0.353616226314385,0.258574669691712,0.243572846632522,0.213561131873999,0.201908957415565,0.218624833110814,0.215315796501536,0.218683226495726,0.195354894725418,0.193714304799439,0.195407098121086,0.187065740245858,0.183752902460618,0.155370299213125,0.14367816091954,0.133671968988103,0.137032085561497
99.9416501342047,10.7268513114672,0.305188199389624,0.0200160128102482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9166430488638,9.33284420803388,0.186781848806764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9033059366821,8.59748878624669,0.085052449010223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.8766317123185,8.07723733137683,0.0400246818871638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.8549589050231,7.61868236314219,0.0216800360222137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.8366203757731,7.23516366243684,0.00667078031452729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.8116132904323,6.91000650314319,0.00333539015726365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.7732690929097,6.68823264577879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
